x,Predict,Actual
1.52,0.475292,0.516692
1.54,0.472716,0.513634
1.56,0.469968,0.510276
1.58,0.467053,0.506626
1.6,0.46397,0.502691
1.62,0.460725,0.498479
1.64,0.457319,0.493999
1.66,0.453755,0.489258
1.68,0.450037,0.484268
1.7,0.446168,0.479036
1.72,0.442151,0.473574
1.74,0.437991,0.467891
1.76,0.43369,0.461998
1.78,0.429252,0.455906
1.8,0.424682,0.449626
1.82,0.419985,0.443168
1.84,0.415163,0.436545
1.86,0.410222,0.429767
1.88,0.405165,0.422845
1.9,0.399998,0.415791
1.92,0.394726,0.408617
1.94,0.389352,0.401334
1.96,0.383882,0.393952
1.98,0.378321,0.386483
2,0.372674,0.378939
2.02,0.366946,0.371329
2.04,0.361141,0.363666
2.06,0.355265,0.355958
2.08,0.349324,0.348218
2.1,0.343322,0.340454
2.12,0.337264,0.332676
2.14,0.331156,0.324895
2.16,0.325003,0.31712
2.18,0.318811,0.309359
2.2,0.312583,0.301622
2.22,0.306326,0.293917
2.24,0.300044,0.286251
2.26,0.293743,0.278634
2.28,0.287427,0.271072
2.3,0.281101,0.263572
2.32,0.274771,0.256141
2.34,0.268441,0.248786
2.36,0.262115,0.241513
2.38,0.255798,0.234327
2.4,0.249495,0.227233
2.42,0.24321,0.220238
2.44,0.236947,0.213345
2.46,0.23071,0.206559
2.48,0.224504,0.199884
2.5,0.218332,0.193323
2.52,0.212198,0.186879
2.54,0.206106,0.180557
2.56,0.200059,0.174357
2.58,0.194061,0.168284
2.6,0.188113,0.162338
2.62,0.18222,0.156522
2.64,0.176386,0.150837
2.66,0.170611,0.145284
2.68,0.164899,0.139864
2.7,0.159252,0.134577
2.72,0.153674,0.129425
2.74,0.148165,0.124407
2.76,0.142728,0.119524
2.78,0.137364,0.114774
2.8,0.132076,0.110158
2.82,0.126865,0.105674
2.84,0.121732,0.101323
2.86,0.116679,0.0971016
2.88,0.111707,0.0930103
2.9,0.106816,0.0890472
2.92,0.102009,0.0852109
2.94,0.0972844,0.0814995
2.96,0.0926447,0.0779115
2.98,0.0880897,0.0744449
3,0.0836196,0.0710976
3.02,0.079235,0.0678676
3.04,0.0749363,0.0647528
3.06,0.0707229,0.0617508
3.08,0.066596,0.0588594
3.1,0.062554,0.0560762
3.12,0.0585979,0.0533988
3.14,0.0547273,0.0508246
3.16,0.0509413,0.0483512
3.18,0.0472397,0.0459761
3.2,0.0436225,0.0436967
3.22,0.0400883,0.0415104
3.24,0.0366374,0.0394146
3.26,0.0332682,0.0374067
3.28,0.0299804,0.0354843
3.3,0.0267737,0.0336446
3.32,0.0236467,0.0318852
3.34,0.0205981,0.0302034
3.36,0.0176274,0.0285969
3.38,0.0147339,0.027063
3.4,0.0119163,0.0255993
3.42,0.00917399,0.0242033
3.44,0.00650513,0.0228728
3.46,0.00390923,0.0216052
3.48,0.00138533,0.0203984
3.5,-0.00106823,0.0192499
3.52,-0.0034523,0.0181576
3.54,-0.00576854,0.0171194
3.56,-0.00801754,0.016133
3.58,-0.0102005,0.0151963
3.6,-0.0123185,0.0143074
3.62,-0.0143729,0.0134642
3.64,-0.016366,0.0126649
3.66,-0.018297,0.0119075
3.68,-0.0201685,0.0111903
3.7,-0.0219814,0.0105114
3.72,-0.0237361,0.00986912
3.74,-0.025435,0.00926185
3.76,-0.0270789,0.00868797
3.78,-0.0286685,0.0081459
3.8,-0.0302052,0.00763416
3.82,-0.0316904,0.0071513
3.84,-0.033125,0.00669592
3.86,-0.0345103,0.00626668
3.88,-0.0358477,0.00586229
3.9,-0.0371374,0.00548149
3.92,-0.0383817,0.0051231
3.94,-0.0395806,0.00478598
3.96,-0.0407356,0.00446901
3.98,-0.0418483,0.00417114
