x,y,Predict,Actual,loss^2
-7.4,-4.6,-0.037465,-0.026235,0.000126113
-7.4,-4.4,-0.0386539,-0.0262657,0.000153465
-7.4,-4.2,-0.0394428,-0.0252025,0.000202787
-7.4,-4,-0.0398669,-0.0229779,0.000285241
-7.4,-3.8,-0.0399238,-0.0195548,0.000414895
-7.4,-3.6,-0.0395564,-0.0149286,0.00060653
-7.4,-3.4,-0.0386449,-0.00912786,0.000871256
-7.4,-3.2,-0.0370017,-0.00221543,0.00121009
-7.4,-3,-0.0343909,0.00571287,0.00160831
-7.4,-2.8,-0.0305748,0.0145298,0.00203442
-7.4,-2.6,-0.025408,0.0240793,0.00244899
-7.4,-2.4,-0.0189695,0.0341804,0.00282492
-7.4,-2.2,-0.0117033,0.0446316,0.00317361
-7.4,-2,-0.00448823,0.0552157,0.00356456
-7.4,-1.8,0.0014478,0.0657061,0.00412913
-7.4,-1.6,0.00480855,0.075872,0.00505002
-7.4,-1.4,0.00461674,0.0854857,0.00653979
-7.4,-1.2,0.000543118,0.0943278,0.00879557
-7.4,-1,-0.00696516,0.102194,0.0119158
-7.4,-0.8,-0.0167967,0.108901,0.0157999
-7.4,-0.6,-0.027439,0.11429,0.0200872
-7.4,-0.4,-0.0372787,0.118234,0.0241843
-7.4,-0.2,-0.0448607,0.120639,0.0273902
-7.4,0,-0.0490688,0.121447,0.0290757
-7.4,0.2,-0.0492394,0.120639,0.0288587
-7.4,0.4,-0.0452247,0.118234,0.0267188
-7.4,0.6,-0.0374248,0.11429,0.0230175
-7.4,0.8,-0.0267707,0.108901,0.0184068
-7.4,1,-0.0146544,0.102194,0.0136536
-7.4,1.2,-0.00278044,0.0943278,0.00943001
-7.4,1.4,0.0070616,0.0854857,0.00615034
-7.4,1.6,0.0132699,0.075872,0.00391903
-7.4,1.8,0.0147022,0.0657061,0.00260139
-7.4,2,0.0108831,0.0552157,0.00196538
-7.4,2.2,0.00209594,0.0446316,0.00180928
-7.4,2.4,-0.0106515,0.0341804,0.0020099
-7.4,2.6,-0.0257804,0.0240793,0.00248599
-7.4,2.8,-0.0413691,0.0145298,0.00312468
-7.4,3,-0.0554165,0.00571287,0.0037368
-7.4,3.2,-0.0661061,-0.00221543,0.00408202
-7.4,3.4,-0.0720505,-0.00912786,0.00395925
-7.4,3.6,-0.0724988,-0.0149286,0.00331433
-7.4,3.8,-0.0674937,-0.0195548,0.00229813
-7.4,4,-0.0579375,-0.0229779,0.00122218
-7.4,4.2,-0.0455166,-0.0252025,0.000412665
-7.4,4.4,-0.0324504,-0.0262657,3.82505e-05
-7.4,4.6,-0.0210838,-0.026235,2.65342e-05
-7.4,4.8,-0.0134051,-0.0252044,0.000139224
-7.4,5,-0.010635,-0.0232917,0.000160192
-7.4,5.2,-0.0129855,-0.0206333,5.84888e-05
-7.4,5.4,-0.0196439,-0.0173796,5.12696e-06
-7.4,5.6,-0.0289665,-0.0136903,0.000233365
-7.4,5.8,-0.0388396,-0.00972837,0.000847463
-7.4,6,-0.047142,-0.0056557,0.00172112
-7.4,6.2,-0.0522355,-0.00162758,0.00256116
-7.4,6.4,-0.053364,0.00221165,0.00308866
-7.4,6.6,-0.0508101,0.00573269,0.00319709
-7.4,6.8,-0.0457237,0.0088248,0.00297554
-7.4,7,-0.0396621,0.0113984,0.00260718
-7.4,7.2,-0.0340639,0.0133873,0.00225162
-7.4,7.4,-0.0298798,0.0147494,0.00199176
-7.4,7.6,-0.0274632,0.0154672,0.00184302
-7.4,7.8,-0.0266644,0.0155475,0.00178184
-7.4,8,-0.0269996,0.0150193,0.00176559
-7.4,8.2,-0.0278218,0.0139328,0.00174345
-7.4,8.4,-0.0284538,0.0123558,0.00166542
-7.4,8.6,-0.0282891,0.010371,0.0014946
-7.4,8.8,-0.0268658,0.00807232,0.00122068
-7.4,9,-0.0239105,0.00556117,0.000868581
-7.4,9.2,-0.0193517,0.00294232,0.000497024
-7.4,9.4,-0.0133052,0.000320101,0.000185648
-7.4,9.6,-0.0060358,-0.00220537,1.46723e-05
-7.4,9.8,0.00208831,-0.00454162,4.39559e-05
-7.2,-10,0.0439243,-0.00599683,0.00249212
-7.2,-9.8,0.0462892,-0.00412221,0.00254131
-7.2,-9.6,0.0483739,-0.0020017,0.00253771
-7.2,-9.4,0.0501071,0.00029054,0.00248169
-7.2,-9.2,0.0514195,0.0026706,0.00237645
-7.2,-9,0.0522422,0.00504761,0.00222733
-7.2,-8.8,0.0525086,0.00732686,0.00204139
-7.2,-8.6,0.052158,0.00941323,0.00182712
-7.2,-8.4,0.0511346,0.0112147,0.00159359
-7.2,-8.2,0.049392,0.0126461,0.00135026
-7.2,-8,0.0468959,0.0136323,0.00110646
-7.2,-7.8,0.0436311,0.0141117,0.000871395
-7.2,-7.6,0.0396023,0.0140389,0.000653488
-7.2,-7.4,0.0348431,0.0133873,0.00046035
-7.2,-7.2,0.0294193,0.012151,0.000298194
-7.2,-7,0.0234282,0.0103458,0.000171149
-7.2,-6.8,0.0170008,0.00800984,8.08372e-05
-7.2,-6.6,0.0102941,0.00520329,2.59162e-05
-7.2,-6.4,0.00348353,0.00200741,2.17894e-06
-7.2,-6.2,-0.00324738,-0.00147727,3.13327e-06
-7.2,-6,-0.00972438,-0.0051334,2.1077e-05
-7.2,-5.8,-0.0157926,-0.00882997,4.84783e-05
-7.2,-5.6,-0.021328,-0.012426,7.92452e-05
-7.2,-5.4,-0.0262446,-0.0157746,0.000109621
-7.2,-5.2,-0.0304995,-0.0187278,0.000138572
-7.2,-5,-0.0340863,-0.0211408,0.000167588
-7.2,-4.8,-0.037032,-0.0228768,0.000200369
-7.2,-4.6,-0.0393869,-0.0238122,0.00024257
-7.2,-4.4,-0.0412109,-0.0238401,0.000301743
-7.2,-4.2,-0.0425619,-0.0228751,0.000387572
-7.2,-4,-0.0434811,-0.0208559,0.000511901
-7.2,-3.8,-0.0439767,-0.017749,0.000687892
-7.2,-3.6,-0.044008,-0.0135499,0.000927695
-7.2,-3.4,-0.043475,-0.00828492,0.00123834
-7.2,-3.2,-0.0422102,-0.00201084,0.00161599
-7.2,-3,-0.0399885,0.0051853,0.00204067
-7.2,-2.8,-0.0365698,0.013188,0.00247584
-7.2,-2.6,-0.0317761,0.0218556,0.00287636
-7.2,-2.4,-0.0256195,0.0310239,0.00320848
-7.2,-2.2,-0.0184439,0.0405099,0.00347556
-7.2,-2,-0.0110207,0.0501167,0.00373777
-7.2,-1.8,-0.00450468,0.0596382,0.00411431
-7.2,-1.6,-0.000198126,0.0688654,0.00476977
-7.2,-1.4,0.00082612,0.0775912,0.00589288
-7.2,-1.2,-0.00191617,0.0856168,0.00766202
-7.2,-1,-0.00814116,0.0927567,0.0101804
-7.2,-0.8,-0.0168562,0.0988442,0.0133866
-7.2,-0.6,-0.0266031,0.103736,0.0169882
-7.2,-0.4,-0.0357678,0.107316,0.0204728
-7.2,-0.2,-0.0428631,0.109498,0.023214
-7.2,0,-0.046736,0.110232,0.0246388
-7.2,0.2,-0.0467062,0.109498,0.0243998
-7.2,0.4,-0.0426396,0.107316,0.0224865
-7.2,0.6,-0.0349783,0.103736,0.0192416
-7.2,0.8,-0.0247132,0.0988442,0.0152664
-7.2,1,-0.0132877,0.0927567,0.0112454
-7.2,1.2,-0.00242186,0.0856168,0.00775081
-7.2,1.4,0.00613463,0.0775912,0.00510605
-7.2,1.6,0.010888,0.0688654,0.00336138
-7.2,1.8,0.0108654,0.0596382,0.00237878
-7.2,2,0.00579596,0.0501167,0.00196433
-7.2,2.2,-0.00382853,0.0405099,0.0019659
-7.2,2.4,-0.0168244,0.0310239,0.00228946
-7.2,2.6,-0.0314966,0.0218556,0.00284646
-7.2,2.8,-0.0458905,0.013188,0.00349026
-7.2,3,-0.0580673,0.0051853,0.00400089
-7.2,3.2,-0.0663829,-0.00201084,0.00414376
-7.2,3.4,-0.0697305,-0.00828492,0.00377556
-7.2,3.6,-0.0677421,-0.0135499,0.00293679
-7.2,3.8,-0.0609068,-0.017749,0.0018626
-7.2,4,-0.0505549,-0.0208559,0.000882029
-7.2,4.2,-0.0386736,-0.0228751,0.000249595
-7.2,4.4,-0.0275401,-0.0238401,1.36896e-05
-7.2,4.6,-0.0192512,-0.0238122,2.08026e-05
-7.2,4.8,-0.0152683,-0.0228768,5.78895e-05
-7.2,5,-0.0161079,-0.0211408,2.53295e-05
-7.2,5.2,-0.0212541,-0.0187278,6.38191e-06
-7.2,5.4,-0.0292985,-0.0157746,0.000182896
-7.2,5.6,-0.038271,-0.012426,0.000667962
-7.2,5.8,-0.0460954,-0.00882997,0.00138871
-7.2,6,-0.0510933,-0.0051334,0.00211232
-7.2,6.2,-0.0524092,-0.00147727,0.00259406
-7.2,6.4,-0.0502036,0.00200741,0.00272599
-7.2,6.6,-0.0455143,0.00520329,0.00257228
-7.2,6.8,-0.0398238,0.00800984,0.00228805
-7.2,7,-0.0345318,0.0103458,0.002014
-7.2,7.2,-0.0305789,0.012151,0.00182584
-7.2,7.4,-0.0283208,0.0133873,0.00173957
-7.2,7.6,-0.0276128,0.0140389,0.00173486
-7.2,7.8,-0.0279782,0.0141117,0.00177156
-7.2,8,-0.028778,0.0136323,0.00179863
-7.2,8.2,-0.0293481,0.0126461,0.00176352
-7.2,8.4,-0.0291003,0.0112147,0.0016253
-7.2,8.6,-0.0275946,0.00941323,0.00136958
-7.2,8.8,-0.0245821,0.00732686,0.00101818
-7.2,9,-0.0200169,0.00504761,0.00062823
-7.2,9.2,-0.0140361,0.0026706,0.000279113
-7.2,9.4,-0.00692225,0.00029054,5.20243e-05
-7.2,9.6,0.000945568,-0.0020017,8.68642e-06
-7.2,9.8,0.00913954,-0.00412221,0.000175874
-7,-10,0.0336856,-0.00510592,0.00150478
-7,-9.8,0.0363896,-0.0035098,0.00159196
-7,-9.6,0.0389094,-0.00170432,0.00164948
-7,-9.4,0.0411737,0.000247376,0.00167496
-7,-9.2,0.0431105,0.00227385,0.00166763
-7,-9,0.0446477,0.00429772,0.00162812
-7,-8.8,0.0457151,0.00623835,0.00155841
-7,-8.6,0.0462451,0.00801476,0.00146156
-7,-8.4,0.0461735,0.00954864,0.00134138
-7,-8.2,0.045442,0.0107674,0.00120233
-7,-8,0.0440007,0.0116071,0.00104935
-7,-7.8,0.0418115,0.0120152,0.000887818
-7,-7.6,0.0388547,0.0119532,0.000723692
-7,-7.4,0.0351307,0.0113984,0.000563222
-7,-7.2,0.0306666,0.0103458,0.000412934
-7,-7,0.0255225,0.0088088,0.000279347
-7,-6.8,0.0197887,0.00681987,0.000168192
-7,-6.6,0.0135899,0.00443027,8.38981e-05
-7,-6.4,0.00707793,0.00170918,2.88235e-05
-7,-6.2,0.000422478,-0.00125781,2.82335e-06
-7,-6,-0.00619721,-0.00437077,3.33591e-06
-7,-5.8,-0.0126082,-0.00751816,2.59082e-05
-7,-5.6,-0.018656,-0.0105799,6.52229e-05
-7,-5.4,-0.0242158,-0.0134311,0.00011631
-7,-5.2,-0.0291994,-0.0159455,0.000175664
-7,-5,-0.0335579,-0.018,0.000242048
-7,-4.8,-0.0372795,-0.0194782,0.000316887
-7,-4.6,-0.0403827,-0.0202746,0.000404338
-7,-4.4,-0.042906,-0.0202984,0.000511107
-7,-4.2,-0.0448954,-0.0194767,0.000646113
-7,-4,-0.0463879,-0.0177575,0.000819702
-7,-3.8,-0.0473975,-0.0151121,0.00104235
-7,-3.6,-0.0478964,-0.0115369,0.00132201
-7,-3.4,-0.0478008,-0.00705408,0.00166029
-7,-3.2,-0.0469615,-0.0017121,0.00204751
-7,-3,-0.045169,0.00441495,0.00245857
-7,-2.8,-0.0421829,0.0112287,0.0028528
-7,-2.6,-0.0378006,0.0186087,0.003182
-7,-2.4,-0.031976,0.0264149,0.00340949
-7,-2.2,-0.024959,0.0344916,0.00353437
-7,-2,-0.0174119,0.0426712,0.00360998
-7,-1.8,-0.0104039,0.0507782,0.00374324
-7,-1.6,-0.00522149,0.0586345,0.00407759
-7,-1.4,-0.00301278,0.066064,0.0047716
-7,-1.2,-0.00440931,0.0728973,0.00597631
-7,-1,-0.00929391,0.0789764,0.00779166
-7,-0.8,-0.0168073,0.0841595,0.0101943
-7,-0.6,-0.0255659,0.0883244,0.012971
-7,-0.4,-0.0339718,0.0913724,0.0157112
-7,-0.2,-0.0405167,0.0932308,0.0178884
-7,0,-0.044019,0.0938552,0.0190093
-7,0.2,-0.0437858,0.0932308,0.0187735
-7,0.4,-0.0396972,0.0913724,0.0171792
-7,0.6,-0.0322355,0.0883244,0.0145347
-7,0.8,-0.0224421,0.0841595,0.0113639
-7,1,-0.0117986,0.0789764,0.00824011
-7,1.2,-0.00202262,0.0728973,0.00561299
-7,1.4,0.00519776,0.066064,0.0037047
-7,1.6,0.00849915,0.0586345,0.00251355
-7,1.8,0.00709093,0.0507782,0.00190857
-7,2,0.000913143,0.0426712,0.00174373
-7,2.2,-0.00933886,0.0344916,0.00192111
-7,2.4,-0.0223236,0.0264149,0.00237544
-7,2.6,-0.036257,0.0186087,0.00301024
-7,2.8,-0.0491917,0.0112287,0.00365063
-7,3,-0.059305,0.00441495,0.00406023
-7,3.2,-0.065184,-0.0017121,0.00402868
-7,3.4,-0.0660683,-0.00705408,0.00348268
-7,3.6,-0.0620198,-0.0115369,0.00254853
-7,3.8,-0.0539732,-0.0151121,0.00151018
-7,4,-0.043619,-0.0177575,0.000668821
-7,4.2,-0.0330946,-0.0194767,0.00018545
-7,4.4,-0.0245361,-0.0202984,1.79586e-05
-7,4.6,-0.019598,-0.0202746,4.57758e-07
-7,4.8,-0.0190828,-0.0194782,1.56336e-07
-7,5,-0.0227765,-0.018,2.28147e-05
-7,5.2,-0.0295255,-0.0159455,0.000184416
-7,5.4,-0.0375316,-0.0134311,0.000580834
-7,5.6,-0.0447904,-0.0105799,0.00117035
-7,5.8,-0.049605,-0.00751816,0.0017713
-7,6,-0.0510343,-0.00437077,0.00217749
-7,6.2,-0.0491227,-0.00125781,0.00229105
-7,6.4,-0.044799,0.00170918,0.00216301
-7,6.6,-0.0394657,0.00443027,0.00192685
-7,6.8,-0.0344809,0.00681987,0.00170576
-7,7,-0.0307703,0.0088088,0.00156651
-7,7.2,-0.0286902,0.0103458,0.00152381
-7,7.4,-0.0280991,0.0113984,0.00156005
-7,7.6,-0.0285258,0.0119532,0.00163855
-7,7.8,-0.0293404,0.0120152,0.00171028
-7,8,-0.029891,0.0116071,0.00172209
-7,8.2,-0.0296069,0.0107674,0.00163009
-7,8.4,-0.0280704,0.00954864,0.0014152
-7,8.6,-0.0250574,0.00801476,0.00109377
-7,8.8,-0.0205449,0.00623835,0.000717342
-7,9,-0.0146914,0.00429772,0.000360585
-7,9.2,-0.0077951,0.00227385,0.000101384
-7,9.4,-0.000244141,0.000247376,2.41589e-07
-7,9.6,0.00752974,-0.00170432,8.52679e-05
-7,9.8,0.0150933,-0.0035098,0.000346076
-6.8,-10,0.0231398,-0.00395306,0.000734025
-6.8,-9.8,0.0260633,-0.00271732,0.000828326
-6.8,-9.6,0.0288984,-0.00131951,0.000913119
-6.8,-9.4,0.0315747,0.000191522,0.000984906
-6.8,-9.2,0.0340214,0.00176044,0.00104077
-6.8,-9,0.0361649,0.00332734,0.0010783
-6.8,-8.8,0.0379313,0.0048298,0.00109571
-6.8,-8.6,0.0392493,0.00620512,0.00109192
-6.8,-8.4,0.0400491,0.00739266,0.00106644
-6.8,-8.2,0.0402625,0.00833622,0.00101928
-6.8,-8,0.0398293,0.00898631,0.000951287
-6.8,-7.8,0.0386962,0.00930229,0.000864
-6.8,-7.6,0.0368214,0.0092543,0.000759943
-6.8,-7.4,0.0341785,0.0088248,0.00064281
-6.8,-7.2,0.0307651,0.00800984,0.0005178
-6.8,-7,0.0266011,0.00681987,0.000391296
-6.8,-6.8,0.02174,0.00528002,0.00027093
-6.8,-6.6,0.0162663,0.00342996,0.000164773
-6.8,-6.4,0.0102973,0.00132327,8.05332e-05
-6.8,-6.2,0.00397885,-0.000973807,2.45288e-05
-6.8,-6,-0.0025239,-0.0033839,7.39594e-07
-6.8,-5.8,-0.0090363,-0.00582064,1.03405e-05
-6.8,-5.6,-0.0153874,-0.00819111,5.17868e-05
-6.8,-5.4,-0.0214226,-0.0103985,0.000121531
-6.8,-5.2,-0.0270158,-0.0123452,0.000215226
-6.8,-5,-0.0320752,-0.0139358,0.000329036
-6.8,-4.8,-0.0365461,-0.0150802,0.000460785
-6.8,-4.6,-0.0404096,-0.0156968,0.00061072
-6.8,-4.4,-0.0436724,-0.0157152,0.000781606
-6.8,-4.2,-0.0463593,-0.015079,0.000978455
-6.8,-4,-0.0484959,-0.013748,0.00120741
-6.8,-3.8,-0.0500939,-0.0117,0.00147409
-6.8,-3.6,-0.0511314,-0.008932,0.00178079
-6.8,-3.4,-0.0515376,-0.00546135,0.00212302
-6.8,-3.2,-0.0511808,-0.00132553,0.00248555
-6.8,-3,-0.0498642,0.0034181,0.002839
-6.8,-2.8,-0.0473514,0.00869339,0.00314101
-6.8,-2.6,-0.0434232,0.014407,0.00334433
-6.8,-2.4,-0.037982,0.0204507,0.00341438
-6.8,-2.2,-0.0311918,0.0267038,0.0033519
-6.8,-2,-0.0236056,0.0330365,0.00320832
-6.8,-1.8,-0.0161978,0.039313,0.00308145
-6.8,-1.6,-0.0102181,0.0453955,0.00309288
-6.8,-1.4,-0.00687015,0.0511475,0.00336604
-6.8,-1.2,-0.00691879,0.0564379,0.00401407
-6.8,-1,-0.0104148,0.0611444,0.00512073
-6.8,-0.8,-0.0166482,0.0651572,0.00669212
-6.8,-0.6,-0.0243278,0.0683817,0.00859505
-6.8,-0.4,-0.0318894,0.0707415,0.0105331
-6.8,-0.2,-0.0378191,0.0721803,0.0120999
-6.8,0,-0.0409158,0.0726637,0.0129003
-6.8,0.2,-0.0404769,0.0721803,0.0126916
-6.8,0.4,-0.0363982,0.0707415,0.0114789
-6.8,0.6,-0.0291971,0.0683817,0.00952163
-6.8,0.8,-0.0199567,0.0651572,0.00724438
-6.8,1,-0.0101812,0.0611444,0.00508734
-6.8,1.2,-0.00156617,0.0564379,0.00336447
-6.8,1.4,0.00428689,0.0511475,0.00219591
-6.8,1.6,0.00616169,0.0453955,0.00153929
-6.8,1.8,0.00346482,0.039313,0.00128509
-6.8,2,-0.00365186,0.0330365,0.00134603
-6.8,2.2,-0.0143002,0.0267038,0.00168133
-6.8,2.4,-0.0270007,0.0204507,0.00225163
-6.8,2.6,-0.0399182,0.014407,0.00295123
-6.8,2.8,-0.0511605,0.00869339,0.00358248
-6.8,3,-0.0590808,0.0034181,0.00390612
-6.8,3.2,-0.0625651,-0.00132553,0.00375028
-6.8,3.4,-0.0612541,-0.00546135,0.00311284
-6.8,3.6,-0.0556597,-0.008932,0.00218347
-6.8,3.8,-0.0471201,-0.0117,0.00125459
-6.8,4,-0.03756,-0.013748,0.000567009
-6.8,4.2,-0.0290806,-0.015079,0.000196045
-6.8,4.4,-0.0234727,-0.0157152,6.0178e-05
-6.8,4.6,-0.0217929,-0.0156968,3.71622e-05
-6.8,4.8,-0.0241253,-0.0150802,8.18142e-05
-6.8,5,-0.0295894,-0.0139358,0.000245035
-6.8,5.2,-0.0365818,-0.0123452,0.00058741
-6.8,5.4,-0.0431976,-0.0103985,0.00107578
-6.8,5.6,-0.0477455,-0.00819111,0.00156455
-6.8,5.8,-0.0492148,-0.00582064,0.00188306
-6.8,6,-0.0475428,-0.0033839,0.00195001
-6.8,6.2,-0.0435503,-0.000973807,0.00181275
-6.8,6.4,-0.0385594,0.00132327,0.00159063
-6.8,6.6,-0.0338821,0.00342996,0.00139219
-6.8,6.8,-0.0304267,0.00528002,0.00127497
-6.8,7,-0.0285456,0.00681987,0.00125072
-6.8,7.2,-0.0281003,0.00800984,0.00130394
-6.8,7.4,-0.0286242,0.0088248,0.00140243
-6.8,7.6,-0.0294944,0.0092543,0.00150146
-6.8,7.8,-0.0300717,0.00930229,0.00155031
-6.8,8,-0.0298023,0.00898631,0.00150456
-6.8,8.2,-0.0282911,0.00833622,0.00134156
-6.8,8.4,-0.0253369,0.00739266,0.00107122
-6.8,8.6,-0.0209391,0.00620512,0.000736809
-6.8,8.8,-0.015276,0.0048298,0.000404241
-6.8,9,-0.00865901,0.00332734,0.000143673
-6.8,9.2,-0.00148463,0.00176044,1.05305e-05
-6.8,9.4,0.00581396,0.000191522,3.16118e-05
-6.8,9.6,0.0128088,-0.00131951,0.000199609
-6.8,9.8,0.019102,-0.00271732,0.000476082
-6.6,-10,0.0124429,-0.00256795,0.000225327
-6.6,-9.8,0.0154681,-0.0017652,0.000296988
-6.6,-9.6,0.0184971,-0.000857167,0.000374588
-6.6,-9.4,0.0214638,0.000124415,0.000455367
-6.6,-9.2,0.0242989,0.0011436,0.000536168
-6.6,-9,0.0269302,0.00216148,0.00061349
-6.6,-8.8,0.0292829,0.0031375,0.000683584
-6.6,-8.6,0.0312833,0.00403092,0.00074269
-6.6,-8.4,0.0328565,0.00480236,0.000787033
-6.6,-8.2,0.0339304,0.00541531,0.000813112
-6.6,-8,0.0344359,0.00583761,0.00081786
-6.6,-7.8,0.0343075,0.00604288,0.000798888
-6.6,-7.6,0.033489,0.0060117,0.000755001
-6.6,-7.4,0.0319338,0.00573269,0.000686497
-6.6,-7.2,0.0296125,0.00520329,0.000595812
-6.6,-7,0.0265143,0.00443027,0.000487704
-6.6,-6.8,0.0226549,0.00342996,0.000369598
-6.6,-6.6,0.0180804,0.00222814,0.000251293
-6.6,-6.4,0.0128682,0.00085961,0.000144205
-6.6,-6.2,0.00712907,-0.000632596,6.02435e-05
-6.6,-6,0.00100243,-0.00219822,1.02442e-05
-6.6,-5.8,-0.00535131,-0.00378116,2.46537e-06
-6.6,-5.6,-0.0117621,-0.00532104,4.14878e-05
-6.6,-5.4,-0.0180596,-0.00675499,0.000127794
-6.6,-5.2,-0.0240908,-0.0080196,0.000258282
-6.6,-5,-0.0297265,-0.00905286,0.000427399
-6.6,-4.8,-0.0348704,-0.00979629,0.00062871
-6.6,-4.6,-0.0394621,-0.0101968,0.000856455
-6.6,-4.4,-0.0434705,-0.0102088,0.00110634
-6.6,-4.2,-0.0468898,-0.00979552,0.00137598
-6.6,-4,-0.0497253,-0.00893088,0.00166418
-6.6,-3.8,-0.051977,-0.00760044,0.00196928
-6.6,-3.6,-0.0536231,-0.00580233,0.00228682
-6.6,-3.4,-0.0545994,-0.00354776,0.00260627
-6.6,-3.2,-0.0547853,-0.000861078,0.00290782
-6.6,-3,-0.0539982,0.00222044,0.00316054
-6.6,-2.8,-0.0520067,0.00564733,0.00332399
-6.6,-2.6,-0.0485795,0.00935897,0.00335686
-6.6,-2.4,-0.0435761,0.013285,0.00323319
-6.6,-2.2,-0.0370812,0.0173471,0.00296244
-6.6,-2,-0.029542,0.0214609,0.00260129
-6.6,-1.8,-0.0218294,0.0255382,0.00224369
-6.6,-1.6,-0.0151398,0.0294894,0.00199177
-6.6,-1.4,-0.0107085,0.033226,0.00193024
-6.6,-1.2,-0.00941968,0.0366627,0.00212359
-6.6,-1,-0.011492,0.0397201,0.00262268
-6.6,-0.8,-0.0163739,0.0423269,0.00344578
-6.6,-0.6,-0.0228871,0.0444216,0.00453046
-6.6,-0.4,-0.029521,0.0459545,0.00569655
-6.6,-0.2,-0.0347698,0.0468892,0.00666818
-6.6,0,-0.0374242,0.0472032,0.0071618
-6.6,0.2,-0.0367779,0.0468892,0.00700017
-6.6,0.4,-0.0327411,0.0459545,0.00619299
-6.6,0.6,-0.025862,0.0444216,0.00493978
-6.6,0.8,-0.0172539,0.0423269,0.00354987
-6.6,1,-0.00842476,0.0397201,0.00231793
-6.6,1.2,-0.00102592,0.0366627,0.00142043
-6.6,1.4,0.00344813,0.033226,0.000886722
-6.6,1.6,0.00394845,0.0294894,0.000652342
-6.6,1.8,8.72612e-05,0.0255382,0.00064775
-6.6,2,-0.00777173,0.0214609,0.000854546
-6.6,2.2,-0.0185645,0.0173471,0.00128964
-6.6,2.4,-0.0307031,0.013285,0.00193495
-6.6,2.6,-0.0423458,0.00935897,0.00267338
-6.6,2.8,-0.0517117,0.00564733,0.00329006
-6.6,3,-0.0573982,0.00222044,0.00355438
-6.6,3.2,-0.0586512,-0.000861078,0.0033397
-6.6,3.4,-0.0555502,-0.00354776,0.00270426
-6.6,3.6,-0.0490384,-0.00580233,0.00186936
-6.6,3.8,-0.0407596,-0.00760044,0.00109953
-6.6,4,-0.0327027,-0.00893088,0.000565099
-6.6,4.2,-0.0267289,-0.00979552,0.000286738
-6.6,4.4,-0.0241058,-0.0102088,0.000193126
-6.6,4.6,-0.0252023,-0.0101968,0.000225163
-6.6,4.8,-0.0294189,-0.00979629,0.000385049
-6.6,5,-0.0353707,-0.00905286,0.000692629
-6.6,5.2,-0.0412803,-0.0080196,0.00110627
-6.6,5.4,-0.0454844,-0.00675499,0.00149997
-6.6,5.6,-0.0469222,-0.00532104,0.00173066
-6.6,5.8,-0.0454348,-0.00378116,0.00173503
-6.6,6,-0.0417387,-0.00219822,0.00156345
-6.6,6.2,-0.0370739,-0.000632596,0.00132797
-6.6,6.4,-0.0327049,0.00085961,0.00112658
-6.6,6.6,-0.0295178,0.00222814,0.0010078
-6.6,6.8,-0.0278599,0.00342996,0.000979057
-6.6,7,-0.0275929,0.00443027,0.00102548
-6.6,7.2,-0.0282531,0.00520329,0.00111933
-6.6,7.4,-0.0292246,0.00573269,0.00122201
-6.6,7.6,-0.0298791,0.0060117,0.00128815
-6.6,7.8,-0.0296804,0.00604288,0.00127615
-6.6,8,-0.028254,0.00583761,0.00116224
-6.6,8.2,-0.0254205,0.00541531,0.00095085
-6.6,8.4,-0.0212018,0.00480236,0.000676219
-6.6,8.6,-0.0157924,0.00403092,0.000392963
-6.6,8.8,-0.00951636,0.0031375,0.00016012
-6.6,9,-0.00277638,0.00216148,2.43825e-05
-6.6,9.2,0.00399685,0.0011436,8.14102e-06
-6.6,9.4,0.0103788,0.000124415,0.000105153
-6.6,9.6,0.0159847,-0.000857167,0.000283647
-6.6,9.8,0.0204823,-0.0017652,0.000494952
-6.4,-10,0.00174797,-0.000990708,7.50033e-06
-6.4,-9.8,0.00476408,-0.000681009,2.9649e-05
-6.4,-9.6,0.00786829,-0.000330692,6.72233e-05
-6.4,-9.4,0.0110021,4.79987e-05,0.000119992
-6.4,-9.2,0.0141007,0.000441197,0.000186581
-6.4,-9,0.0170951,0.000833891,0.000264427
-6.4,-8.8,0.0199128,0.00121043,0.00034978
-6.4,-8.6,0.0224781,0.00155511,0.000437772
-6.4,-8.4,0.0247157,0.00185273,0.000522713
-6.4,-8.2,0.0265486,0.00208921,0.000598263
-6.4,-8,0.0279027,0.00225213,0.000657953
-6.4,-7.8,0.0287054,0.00233132,0.00069559
-6.4,-7.6,0.0288879,0.00231929,0.000705889
-6.4,-7.4,0.02839,0.00221165,0.000685309
-6.4,-7.2,0.0271612,0.00200741,0.000632715
-6.4,-7,0.0251657,0.00170918,0.000550207
-6.4,-6.8,0.0223882,0.00132327,0.000443732
-6.4,-6.6,0.0188369,0.00085961,0.000323181
-6.4,-6.4,0.0145509,0.000331634,0.000202188
-6.4,-6.2,0.00960064,-0.000244053,9.6918e-05
-6.4,-6,0.00409079,-0.000848065,2.43922e-05
-6.4,-5.8,-0.00184691,-0.00145876,1.50663e-07
-6.4,-5.6,-0.00805688,-0.00205284,3.60485e-05
-6.4,-5.4,-0.0143714,-0.00260605,0.000138423
-6.4,-5.2,-0.0206246,-0.00309393,0.000307326
-6.4,-5,-0.0266608,-0.00349256,0.000536767
-6.4,-4.8,-0.0323482,-0.00377937,0.000816176
-6.4,-4.6,-0.0375854,-0.0039339,0.00113242
-6.4,-4.4,-0.0423015,-0.00393851,0.00147172
