x,Predict,Actual
-2.38,0.389848,0.34644
-2.36,0.399073,0.358081
-2.34,0.408389,0.369928
-2.32,0.417795,0.381977
-2.3,0.427289,0.394222
-2.28,0.43687,0.406655
-2.26,0.446537,0.41927
-2.24,0.456287,0.432059
-2.22,0.46612,0.445013
-2.2,0.476032,0.458124
-2.18,0.486023,0.471382
-2.16,0.496089,0.484777
-2.14,0.506228,0.498298
-2.12,0.516438,0.511935
-2.1,0.526716,0.525675
-2.08,0.537059,0.539505
-2.06,0.547463,0.553415
-2.04,0.557927,0.567389
-2.02,0.568444,0.581414
-2,0.579013,0.595475
-1.98,0.589629,0.609558
-1.96,0.600287,0.623648
-1.94,0.610983,0.637727
-1.92,0.621713,0.651781
-1.9,0.632471,0.665793
-1.88,0.643251,0.679744
-1.86,0.654048,0.693619
-1.84,0.664857,0.707398
-1.82,0.67567,0.721065
-1.8,0.686481,0.7346
-1.78,0.697282,0.747985
-1.76,0.708067,0.761202
-1.74,0.718827,0.774231
-1.72,0.729555,0.787054
-1.7,0.740241,0.799651
-1.68,0.750876,0.812003
-1.66,0.76145,0.82409
-1.64,0.771953,0.835895
-1.62,0.782376,0.847398
-1.6,0.792706,0.858579
-1.58,0.802932,0.869421
-1.56,0.813041,0.879905
-1.54,0.823021,0.890012
-1.52,0.832859,0.899725
-1.5,0.842539,0.909027
-1.48,0.852048,0.9179
-1.46,0.86137,0.926328
-1.44,0.87049,0.934296
-1.42,0.87939,0.941787
-1.4,0.888054,0.948786
-1.38,0.896463,0.955281
-1.36,0.904599,0.961257
-1.34,0.912443,0.966703
-1.32,0.919974,0.971605
-1.3,0.927173,0.975954
-1.28,0.934019,0.97974
-1.26,0.940488,0.982952
-1.24,0.946561,0.985585
-1.22,0.952213,0.98763
-1.2,0.957421,0.989081
-1.18,0.962163,0.989933
-1.16,0.966414,0.990184
-1.14,0.970151,0.98983
-1.12,0.973349,0.988869
-1.1,0.975985,0.987302
-1.08,0.978033,0.98513
-1.06,0.979472,0.982355
-1.04,0.980276,0.978979
-1.02,0.980425,0.975009
-1,0.979897,0.970449
-0.98,0.97867,0.965307
-0.96,0.976725,0.959591
-0.94,0.974044,0.953311
-0.92,0.970611,0.946478
-0.9,0.966411,0.939103
-0.88,0.961432,0.931201
-0.86,0.955666,0.922785
-0.84,0.949103,0.91387
-0.82,0.941742,0.904475
-0.8,0.93358,0.894616
-0.78,0.924622,0.884312
-0.76,0.914872,0.873583
-0.74,0.904343,0.86245
-0.72,0.893048,0.850935
-0.7,0.881006,0.839059
-0.68,0.86824,0.826848
-0.66,0.854778,0.814324
-0.64,0.840651,0.801513
-0.62,0.825897,0.78844
-0.6,0.810555,0.775131
-0.58,0.79467,0.761613
-0.56,0.778292,0.747913
-0.54,0.761472,0.734059
-0.52,0.744267,0.720077
-0.5,0.726734,0.705998
-0.48,0.708936,0.691847
-0.46,0.690936,0.677654
-0.44,0.672799,0.663447
-0.42,0.654591,0.649255
-0.4,0.636379,0.635104
-0.38,0.618229,0.621024
-0.36,0.600208,0.607041
-0.34,0.582381,0.593184
-0.32,0.564812,0.579478
-0.3,0.547561,0.565951
-0.28,0.530688,0.552627
-0.26,0.514248,0.539532
-0.24,0.498293,0.526691
-0.22,0.482872,0.514126
-0.2,0.468029,0.501862
-0.18,0.453804,0.489919
-0.16,0.440234,0.478318
-0.14,0.42735,0.46708
-0.12,0.415177,0.456223
-0.1,0.403739,0.445766
-0.08,0.393052,0.435723
-0.06,0.383131,0.426112
-0.04,0.373983,0.416946
-0.02,0.365613,0.408238
0,0.358022,0.4
0.02,0.351207,0.392242
0.04,0.34516,0.384972
0.06,0.339872,0.378199
0.08,0.335331,0.371928
0.1,0.331519,0.366165
0.12,0.328421,0.360912
0.14,0.326013,0.356172
0.16,0.324275,0.351946
0.18,0.323182,0.348233
0.2,0.322708,0.34503
0.22,0.322827,0.342334
0.24,0.323509,0.340141
0.26,0.324728,0.338445
0.28,0.326452,0.337238
0.3,0.328652,0.336511
0.32,0.331298,0.336255
0.34,0.334359,0.33646
0.36,0.337804,0.337112
0.38,0.341604,0.338199
0.4,0.345727,0.339707
0.42,0.350144,0.34162
0.44,0.354826,0.343924
0.46,0.359742,0.3466
0.48,0.364866,0.349631
0.5,0.370167,0.352999
0.52,0.375621,0.356684
0.54,0.381199,0.360668
0.56,0.386876,0.364929
0.58,0.392627,0.369447
0.6,0.398429,0.374201
0.62,0.404257,0.379169
0.64,0.41009,0.38433
0.66,0.415906,0.389661
0.68,0.421684,0.39514
0.7,0.427406,0.400745
0.72,0.433051,0.406453
0.74,0.438604,0.412243
0.76,0.444046,0.418092
0.78,0.449363,0.423979
0.8,0.454539,0.42988
0.82,0.459561,0.435776
0.84,0.464415,0.441644
0.86,0.469091,0.447464
0.88,0.473575,0.453216
0.9,0.477859,0.45888
0.92,0.481933,0.464436
0.94,0.485789,0.469867
0.96,0.489419,0.475153
0.98,0.492816,0.480278
1,0.495974,0.485225
1.02,0.498888,0.489977
1.04,0.501554,0.494521
1.06,0.503968,0.498841
1.08,0.506127,0.502924
1.1,0.508029,0.506757
1.12,0.509671,0.510329
1.14,0.511053,0.513629
1.16,0.512175,0.516646
1.18,0.513037,0.519372
1.2,0.513638,0.521798
1.22,0.513981,0.523918
1.24,0.514067,0.525724
1.26,0.513899,0.527212
1.28,0.513478,0.528377
1.3,0.512807,0.529215
1.32,0.511891,0.529723
1.34,0.510733,0.5299
1.36,0.509336,0.529745
1.38,0.507706,0.529257
1.4,0.505846,0.528438
1.42,0.503762,0.527288
1.44,0.501458,0.525811
1.46,0.49894,0.524008
1.48,0.496214,0.521884
1.5,0.493285,0.519444
1.52,0.490159,0.516692
1.54,0.486841,0.513634
1.56,0.483339,0.510276
1.58,0.479657,0.506626
1.6,0.475803,0.502691
1.62,0.471782,0.498479
1.64,0.467602,0.493999
1.66,0.463268,0.489258
1.68,0.458786,0.484268
1.7,0.454163,0.479036
1.72,0.449406,0.473574
1.74,0.44452,0.467891
1.76,0.439512,0.461998
1.78,0.434389,0.455906
1.8,0.429157,0.449626
1.82,0.423821,0.443168
1.84,0.418388,0.436545
1.86,0.412865,0.429767
1.88,0.407256,0.422845
1.9,0.401568,0.415791
1.92,0.395807,0.408617
1.94,0.389978,0.401334
1.96,0.384087,0.393952
1.98,0.378139,0.386483
2,0.372141,0.378939
2.02,0.366096,0.371329
2.04,0.36001,0.363666
2.06,0.353888,0.355958
2.08,0.347736,0.348218
2.1,0.341557,0.340454
2.12,0.335357,0.332676
2.14,0.32914,0.324895
2.16,0.32291,0.31712
2.18,0.316671,0.309359
2.2,0.310428,0.301622
2.22,0.304184,0.293917
2.24,0.297945,0.286251
2.26,0.291712,0.278634
2.28,0.28549,0.271072
2.3,0.279282,0.263572
2.32,0.273092,0.256141
2.34,0.266922,0.248786
2.36,0.260776,0.241513
2.38,0.254656,0.234327
2.4,0.248566,0.227233
2.42,0.242508,0.220238
2.44,0.236484,0.213345
2.46,0.230498,0.206559
2.48,0.224551,0.199884
2.5,0.218645,0.193323
2.52,0.212783,0.186879
2.54,0.206967,0.180557
2.56,0.201198,0.174357
2.58,0.195478,0.168284
2.6,0.189809,0.162338
2.62,0.184192,0.156522
2.64,0.17863,0.150837
2.66,0.173122,0.145284
2.68,0.16767,0.139864
2.7,0.162276,0.134577
2.72,0.156941,0.129425
2.74,0.151665,0.124407
2.76,0.14645,0.119524
2.78,0.141295,0.114774
2.8,0.136203,0.110158
2.82,0.131173,0.105674
2.84,0.126206,0.101323
2.86,0.121303,0.0971016
2.88,0.116464,0.0930103
2.9,0.11169,0.0890472
2.92,0.10698,0.0852109
2.94,0.102336,0.0814995
2.96,0.0977557,0.0779115
2.98,0.0932416,0.0744449
3,0.0887926,0.0710976
3.02,0.0844089,0.0678676
3.04,0.0800905,0.0647528
3.06,0.0758378,0.0617508
3.08,0.0716496,0.0588594
3.1,0.0675266,0.0560762
3.12,0.0634685,0.0533988
3.14,0.0594746,0.0508246
3.16,0.0555449,0.0483512
3.18,0.0516791,0.0459761
3.2,0.047877,0.0436967
3.22,0.0441375,0.0415104
3.24,0.0404612,0.0394146
3.26,0.0368472,0.0374067
3.28,0.0332947,0.0354843
3.3,0.0298037,0.0336446
3.32,0.0263733,0.0318852
3.34,0.023003,0.0302034
3.36,0.0196925,0.0285969
3.38,0.0164412,0.027063
3.4,0.0132481,0.0255993
3.42,0.010113,0.0242033
3.44,0.00703502,0.0228728
3.46,0.00401384,0.0216052
3.48,0.00104874,0.0203984
3.5,-0.00186145,0.0192499
3.52,-0.00471681,0.0181576
3.54,-0.00751841,0.0171194
3.56,-0.0102665,0.016133
3.58,-0.0129622,0.0151963
3.6,-0.0156059,0.0143074
3.62,-0.018199,0.0134642
3.64,-0.0207413,0.0126649
3.66,-0.0232339,0.0119075
3.68,-0.0256771,0.0111903
3.7,-0.0280727,0.0105114
3.72,-0.0304201,0.00986912
3.74,-0.0327213,0.00926185
3.76,-0.0349759,0.00868797
3.78,-0.0371854,0.0081459
3.8,-0.0393498,0.00763416
3.82,-0.0414706,0.0071513
3.84,-0.0435479,0.00669592
3.86,-0.0455829,0.00626668
3.88,-0.0475759,0.00586229
3.9,-0.0495275,0.00548149
3.92,-0.0514389,0.0051231
3.94,-0.0533106,0.00478598
3.96,-0.0551428,0.00446901
3.98,-0.056937,0.00417114
