x,Predict,Actual
-0.58,0.795083,0.761613
-0.56,0.780524,0.747913
-0.54,0.765607,0.734059
-0.52,0.75037,0.720077
-0.5,0.734855,0.705998
-0.48,0.719102,0.691847
-0.46,0.703156,0.677654
-0.44,0.68706,0.663447
-0.42,0.67086,0.649255
-0.4,0.654602,0.635104
-0.38,0.638332,0.621024
-0.36,0.622094,0.607041
-0.34,0.605937,0.593184
-0.32,0.589905,0.579478
-0.3,0.574043,0.565951
-0.28,0.558394,0.552627
-0.26,0.543001,0.539532
-0.24,0.527907,0.526691
-0.22,0.51315,0.514126
-0.2,0.498769,0.501862
-0.18,0.484799,0.489919
-0.16,0.471276,0.478318
-0.14,0.458229,0.46708
-0.12,0.445689,0.456223
-0.1,0.433682,0.445766
-0.08,0.422233,0.435723
-0.06,0.411364,0.426112
-0.04,0.401092,0.416946
-0.02,0.391435,0.408238
0,0.382406,0.4
0.02,0.374016,0.392242
0.04,0.366273,0.384972
0.06,0.359182,0.378199
0.08,0.352746,0.371928
0.1,0.346966,0.366165
0.12,0.341841,0.360912
0.14,0.337364,0.356172
0.16,0.333531,0.351946
0.18,0.330333,0.348233
0.2,0.327758,0.34503
0.22,0.325794,0.342334
0.24,0.324428,0.340141
0.26,0.323643,0.338445
0.28,0.323423,0.337238
0.3,0.323747,0.336511
0.32,0.324597,0.336255
0.34,0.325952,0.33646
0.36,0.327789,0.337112
0.38,0.330086,0.338199
0.4,0.332819,0.339707
0.42,0.335963,0.34162
0.44,0.339495,0.343924
0.46,0.34339,0.3466
0.48,0.347621,0.349631
0.5,0.352164,0.352999
0.52,0.356993,0.356684
0.54,0.362081,0.360668
0.56,0.367405,0.364929
0.58,0.372938,0.369447
0.6,0.378654,0.374201
0.62,0.38453,0.379169
0.64,0.39054,0.38433
0.66,0.396659,0.389661
0.68,0.402866,0.39514
0.7,0.409136,0.400745
0.72,0.415445,0.406453
0.74,0.421772,0.412243
0.76,0.428096,0.418092
0.78,0.434394,0.423979
0.8,0.440648,0.42988
0.82,0.446836,0.435776
0.84,0.45294,0.441644
0.86,0.45894,0.447464
0.88,0.464821,0.453216
0.9,0.470563,0.45888
0.92,0.476152,0.464436
0.94,0.481571,0.469867
0.96,0.486805,0.475153
0.98,0.49184,0.480278
1,0.496662,0.485225
1.02,0.50126,0.489977
1.04,0.505619,0.494521
1.06,0.50973,0.498841
1.08,0.513581,0.502924
1.1,0.517162,0.506757
1.12,0.520465,0.510329
1.14,0.523481,0.513629
1.16,0.526202,0.516646
1.18,0.52862,0.519372
1.2,0.530731,0.521798
1.22,0.532527,0.523918
1.24,0.534004,0.525724
1.26,0.535158,0.527212
1.28,0.535985,0.528377
1.3,0.536482,0.529215
1.32,0.536646,0.529723
1.34,0.536479,0.5299
1.36,0.535976,0.529745
1.38,0.53514,0.529257
1.4,0.533971,0.528438
1.42,0.532469,0.527288
1.44,0.530638,0.525811
1.46,0.52848,0.524008
1.48,0.525997,0.521884
1.5,0.523194,0.519444
1.52,0.520076,0.516692
1.54,0.516648,0.513634
1.56,0.512915,0.510276
1.58,0.508884,0.506626
1.6,0.504563,0.502691
1.62,0.499959,0.498479
1.64,0.495079,0.493999
1.66,0.489933,0.489258
1.68,0.48453,0.484268
1.7,0.478878,0.479036
1.72,0.47299,0.473574
1.74,0.466874,0.467891
1.76,0.460541,0.461998
1.78,0.454002,0.455906
1.8,0.44727,0.449626
1.82,0.440354,0.443168
1.84,0.433269,0.436545
1.86,0.426024,0.429767
1.88,0.418634,0.422845
1.9,0.41111,0.415791
1.92,0.403463,0.408617
1.94,0.395709,0.401334
1.96,0.387857,0.393952
1.98,0.379921,0.386483
2,0.371915,0.378939
2.02,0.363848,0.371329
2.04,0.355734,0.363666
2.06,0.347585,0.355958
2.08,0.339412,0.348218
2.1,0.331228,0.340454
2.12,0.323042,0.332676
2.14,0.314866,0.324895
2.16,0.306711,0.31712
2.18,0.298588,0.309359
2.2,0.290505,0.301622
2.22,0.282473,0.293917
2.24,0.274499,0.286251
2.26,0.266595,0.278634
2.28,0.258767,0.271072
2.3,0.251024,0.263572
2.32,0.243373,0.256141
2.34,0.23582,0.248786
2.36,0.228373,0.241513
2.38,0.221037,0.234327
2.4,0.213818,0.227233
2.42,0.206722,0.220238
2.44,0.199752,0.213345
2.46,0.192914,0.206559
2.48,0.18621,0.199884
2.5,0.179645,0.193323
2.52,0.173222,0.186879
2.54,0.166942,0.180557
2.56,0.160808,0.174357
2.58,0.154823,0.168284
2.6,0.148986,0.162338
2.62,0.1433,0.156522
2.64,0.137765,0.150837
2.66,0.132382,0.145284
2.68,0.127151,0.139864
2.7,0.122071,0.134577
2.72,0.117142,0.129425
2.74,0.112363,0.124407
2.76,0.107734,0.119524
2.78,0.103253,0.114774
2.8,0.0989196,0.110158
2.82,0.0947316,0.105674
2.84,0.090687,0.101323
2.86,0.0867832,0.0971016
2.88,0.0830197,0.0930103
2.9,0.0793934,0.0890472
2.92,0.0759022,0.0852109
2.94,0.0725439,0.0814995
2.96,0.0693152,0.0779115
2.98,0.0662148,0.0744449
3,0.0632389,0.0710976
3.02,0.0603848,0.0678676
3.04,0.0576496,0.0647528
3.06,0.0550318,0.0617508
3.08,0.0525272,0.0588594
3.1,0.050133,0.0560762
3.12,0.0478468,0.0533988
3.14,0.0456665,0.0508246
3.16,0.0435865,0.0483512
3.18,0.0416059,0.0459761
3.2,0.0397215,0.0436967
3.22,0.037931,0.0415104
3.24,0.0362306,0.0394146
3.26,0.0346174,0.0374067
3.28,0.0330889,0.0354843
3.3,0.0316422,0.0336446
3.32,0.0302753,0.0318852
3.34,0.0289845,0.0302034
3.36,0.0277677,0.0285969
3.38,0.0266225,0.027063
3.4,0.0255461,0.0255993
3.42,0.0245354,0.0242033
3.44,0.0235887,0.0228728
3.46,0.0227039,0.0216052
3.48,0.0218773,0.0203984
3.5,0.0211082,0.0192499
3.52,0.0203929,0.0181576
3.54,0.0197308,0.0171194
3.56,0.0191185,0.016133
3.58,0.0185547,0.0151963
3.6,0.0180364,0.0143074
3.62,0.0175633,0.0134642
3.64,0.0171313,0.0126649
3.66,0.0167415,0.0119075
3.68,0.0163889,0.0111903
3.7,0.0160737,0.0105114
3.72,0.0157948,0.00986912
3.74,0.0155487,0.00926185
3.76,0.0153353,0.00868797
3.78,0.0151525,0.0081459
3.8,0.014998,0.00763416
3.82,0.0148726,0.0071513
3.84,0.0147727,0.00669592
3.86,0.014698,0.00626668
3.88,0.014647,0.00586229
3.9,0.0146198,0.00548149
3.92,0.0146129,0.0051231
3.94,0.0146267,0.00478598
3.96,0.0146594,0.00446901
3.98,0.0147107,0.00417114
